#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV451	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	bouchesdurhonensis
ASV452	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	sanguinis
ASV453	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	naeslundii
ASV454	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV455	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV457	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified
ASV459	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa
ASV460	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV461	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV465	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	unclassified
ASV467	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	unclassified
ASV468	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	diversum
ASV469	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
ASV475	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV476	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae
ASV478	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV479	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	catoniae
ASV480	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
ASV481	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV482	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	dentalis
ASV483	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV485	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV487	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
ASV488	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii
ASV489	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa
ASV490	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV492	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	unclassified
ASV495	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	unclassified
ASV496	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis
ASV498	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV500	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	rimae
ASV502	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV506	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV507	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV509	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV510	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	unclassified
ASV513	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
ASV514	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV515	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV518	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV520	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV521	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	unclassified
ASV522	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	massiliensis
ASV523	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV524	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum
ASV527	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV528	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	protegens
ASV529	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	rimae
ASV531	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	unclassified	unclassified
ASV532	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	haemolysans
ASV534	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	unclassified
ASV537	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV538	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
ASV539	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV543	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV544	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified
ASV547	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV548	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV550	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
ASV551	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	sanguinis
ASV552	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV553	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	unclassified	unclassified
ASV554	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	bouchesdurhonensis
ASV555	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis
ASV557	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV558	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	parvula
ASV559	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ananatis
ASV560	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV561	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV562	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	unclassified
ASV563	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV564	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV565	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	unclassified	unclassified
ASV567	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV568	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	aeria
ASV569	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	haemolytica
ASV571	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
ASV573	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	unclassified
ASV575	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	argentoratense
ASV577	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis
ASV578	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	unclassified
ASV580	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	aeria
ASV581	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis
ASV582	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV584	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	morbillorum
ASV586	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV587	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV588	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV589	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV595	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	dispar
ASV599	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
ASV600	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	unclassified
ASV602	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius
ASV603	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	varigena
ASV606	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum
ASV607	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV608	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV609	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	rimae
ASV613	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified	unclassified
ASV614	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	catoniae
ASV615	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
ASV616	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV617	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	haemolysans
ASV620	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa
ASV621	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	unclassified
ASV622	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	pleuropneumoniae
ASV624	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	pumilum
ASV626	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV631	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius
ASV632	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum
ASV634	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pyogenes
ASV635	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV636	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
ASV637	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	brachy
ASV641	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV643	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV646	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV647	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV648	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	campbellii
ASV650	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV651	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV652	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV658	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	haemolysans
ASV662	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified	unclassified
ASV664	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV665	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	umeaense
ASV666	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV667	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV671	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	unclassified
ASV674	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV676	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified
ASV680	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii
ASV682	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	unclassified
ASV683	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae
ASV684	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV685	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum
ASV686	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	unclassified
ASV687	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV688	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV690	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV692	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
ASV694	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	haemolysans
ASV695	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
ASV697	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV702	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV703	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified	unclassified
ASV705	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	haemolytica
ASV707	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
ASV708	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV709	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV710	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pseudopneumoniae
ASV711	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV712	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
ASV714	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	unclassified
ASV716	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV721	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV722	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV723	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	unclassified
ASV724	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	sanguinis
ASV727	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV728	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV730	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV732	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV733	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV736	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	unclassified
ASV737	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	unclassified	unclassified
ASV738	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV742	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	unclassified
ASV743	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV744	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV749	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV750	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV752	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	unclassified
ASV753	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV755	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	unclassified
ASV758	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV759	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
ASV760	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV761	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
ASV763	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
ASV764	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	unclassified
ASV765	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	unclassified	unclassified
ASV766	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	stuartii
ASV767	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified	unclassified
ASV768	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	varigena
ASV769	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis
ASV770	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	pacaensis
ASV773	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV776	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris
ASV779	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	haemolytica
ASV782	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
ASV784	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	sulci
ASV785	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV786	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified
ASV787	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
ASV789	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified	unclassified
ASV793	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	mirabilis
ASV794	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	bouchesdurhonensis
